Gene dn_damaging_DD dn_lof_DD X1 X2 BF qvalue
PPM1K 0 0 0.670083088525065 0.558614893441228 0.374318393093198 0.946380690768102
UPF1 1 0 2.23823924188877 0.167234736807203 0.374311350528822 0.946385080825276
FAM110B 0 0 0.615506892627263 0.608104510410868 0.374292517595617 0.946389470035413
SSB 0 0 0.76493818480782 0.4892894279548 0.374276166865401 0.946393858391394
PABPC3 0 0 0.999980729074914 0.374238549885717 0.374231337962658 0.946398245978129
CABYR 0 0 0.956868496002606 0.391033507945618 0.374167644634546 0.94640263285192
UGT3A1 0 0 0.820949439660376 0.455762498681824 0.374157967911056 0.946407018852467
CALB1 0 0 0.807057357271788 0.463543457238148 0.374106157579248 0.946411404105234
UGT2B15 0 0 0.999980729074914 0.374040841509632 0.374033633396596 0.946415788671995
PEX12 0 0 0.681086987318802 0.549142647732319 0.374013911552276 0.946420172396097
DDAH1 0 0 0.693760691865738 0.539097872235088 0.374004912825162 0.946424555245949
CEACAM5 0 0 0.999980729074914 0.373768266253514 0.373761063393256 0.94642893791937
CNPY4 0 0 0.739102736680213 0.505680232104423 0.373749643433464 0.946433319726126
TRIM63 0 0 0.711756568436258 0.52505470122752 0.373711132387025 0.946437700746936
PROC 0 0 0.872558183104419 0.428232437413578 0.373657717535968 0.946442081026294
AGTR1 0 0 0.650400928458654 0.57449957846995 0.373655059235961 0.946446460413734
CYB5D1 0 0 0.560303115067486 0.66673817192179 0.37357547466218 0.946450839137902
GDAP1 0 0 0.807880990721258 0.462375065267208 0.373544025812879 0.946455217056117
STMN4 0 0 0.684686632814046 0.545556111213773 0.373534976798084 0.946459594102141
SETD7 0 0 0.671879249471587 0.555892071047143 0.37349234748236 0.946463970375903
DNAJB4 0 0 0.664206458379815 0.562303107472801 0.373485355550474 0.946468345771887
MXD3 0 0 0.614156906554838 0.608118784999639 0.373480351813265 0.946472720284464
SFRP4 0 0 0.644041031744651 0.579823254448239 0.373429967024385 0.946477094048548
DCP1A 0 0 0.999980729074914 0.373379118863805 0.373371923502777 0.946481467087089
TSPAN18 0 0 0.63617007652041 0.586903642661318 0.373370535261959 0.946485839232254
TPD52L1 0 0 0.77639144820266 0.48088781744913 0.373357189012346 0.946490210519786
ZFP2 0 0 0.999980729074914 0.373343370800635 0.373336176128505 0.946494580972686
ZSWIM3 0 0 0.944184215938359 0.395332957914097 0.373267138902714 0.946498950733622
PI15 0 0 0.607568606054856 0.614128255881695 0.373125048364941 0.946503320019421
MEGF9 0 0 0.756153252318811 0.49336680994356 0.37306091792498 0.946507688599092
HOXC13 0 0 0.524259213976222 0.711581431822854 0.373053122127524 0.946512056305847
TBPL2 0 0 0.730960212527835 0.510295200235184 0.373005488015844 0.946516423258046
CD74 0 0 0.6872614559619 0.542695708361211 0.3729738426726 0.946520789408529
LINGO4 0 0 0.639912666621275 0.582839493963499 0.372966374794377 0.946525154685892
APOH 0 0 0.767994506188599 0.485622312253983 0.372955267893664 0.946529519101185
RAB6A 0 0 0.736644802025669 0.5062768703325 0.37294622491626 0.946533882648559
RBFOX3 0 0 0.999980729074914 0.372911527731256 0.372904341381141 0.946538245425579
UBL7 0 0 0.776353134185459 0.480315674488123 0.372894579287257 0.946542607337323
HEPACAM 0 0 0.746001418175809 0.499829450688743 0.372873479059838 0.946546968417643
CDK5R1 0 0 0.491371231587549 0.758836454122103 0.372870403035506 0.94655132861341
SDF2 0 0 0.632938192845265 0.588986109399585 0.372791803694337 0.946555688148561
PCDHA4 0 0 0.937226216350144 0.397758548164745 0.37278973911737 0.946560046796661
RSPO2 0 0 0.743946734345353 0.501038560008848 0.372746000499681 0.946564404681377
SLC30A4 0 0 0.781272052532397 0.477085515027447 0.372733579558969 0.946568761710225
NQO1 0 0 0.630154346441782 0.591449773996792 0.372704645786088 0.94657311793235
YIF1A 0 0 0.5840355143119 0.638098059391288 0.372671928298016 0.9465774733592
B3GALT4 0 0 0.75821008160223 0.491468810668391 0.372636607041832 0.946581827998726
PTGFR 0 0 0.699419463796399 0.532727206659976 0.372599777231874 0.946586181855635
ICMT 0 0 0.669151075458045 0.55682248704402 0.372598366044729 0.946590534825359
AGPHD1 0 0 0.690807442864569 0.539360374155504 0.372594160852841 0.946594886916436
ASRGL1 0 0 0.593210783626924 0.62793680146232 0.372498882063647 0.946599238398583
DUSP5 0 0 0.639729623135657 0.582272644174489 0.372497059219949 0.94660358899552
TBCB 0 0 0.627740936839631 0.593389706303394 0.372495010145886 0.946607938708188
SNRPB 0 0 0.692158484375491 0.538140596049205 0.372478579342341 0.946612287579396
DBNDD2 0 0 0.793943091680126 0.469122963148516 0.372456935740274 0.946616635624816
EIF3F 0 0 0.678568450231122 0.548873151722574 0.372448003937859 0.946620982807114
TMEM59L 0 0 0.757727140604412 0.491514698053445 0.372434026721078 0.946625329141473
CYP4F11 0 0 0.999980729074914 0.372404712512787 0.37239753592947 0.946629674694712
ZFP62 0 0 0.999980729074914 0.372286232638965 0.372279058338866 0.946634019709439
OPRD1 0 0 0.501115485801672 0.742859305762512 0.372258301889474 0.946638363896969
IRX3 0 0 0.597641392358816 0.622870061321955 0.372252930707074 0.946642707212084
EGLN3 0 0 0.554327134284938 0.671463040789414 0.372210183179047 0.946647049765507
FAHD2B 0 0 0.633487106848416 0.587489513388989 0.372167032140575 0.946651391558666
SYT12 0 0 0.700674750463453 0.531041093065663 0.372087085369623 0.946655732700514
CTDSPL 0 0 0.558352189538868 0.666387903458093 0.372079144978042 0.946660072978517
TOR1A 0 0 0.640697595256375 0.580735487976609 0.372075830626651 0.946664412379271
MKX 0 0 0.694363784202106 0.535706663489483 0.371975306082842 0.946668751190189
GDF9 0 0 0.626460243079956 0.593762254092782 0.371968446030667 0.94667308913481
HFE 0 0 0.87903261377575 0.423150229837991 0.371962852554298 0.946677426209661
TSPAN2 0 0 0.712545956189717 0.521898144033101 0.371876412073705 0.946681762653742
DMRT1 0 0 0.565899362341522 0.657109570329969 0.371857886838241 0.94668609826672
LACC1 0 0 0.699631907203406 0.531473641335894 0.37183591731617 0.946690433059017
CRISP2 0 0 0.725789522557599 0.512283207847539 0.37180978483794 0.946694767043174
CD5L 0 0 0.784541740964748 0.473887111994882 0.371784219865221 0.946699100217764
RRS1 0 0 0.579190619602026 0.641893518106136 0.371778704470417 0.94670343252386
NUP37 0 0 0.771221445005354 0.482062148147937 0.371776666477037 0.946707763951465
ZNF766 0 0 0.999980729074914 0.371770067509317 0.371762903156197 0.946712094535447
ZBTB2 0 0 0.774055088347302 0.480191299960578 0.371694519114591 0.946716424437228
GPR114 0 0 0.844545335513969 0.440074295401028 0.371662693460535 0.946720753549158
SPATA21 0 0 0.936950171675176 0.396636083818595 0.371628246826402 0.946725081879212
EIF4E1B 0 0 0.703357441963935 0.528359314701305 0.371625456026128 0.946729409334256
DOLPP1 0 0 0.623743486786109 0.595740761977125 0.371589420096226 0.946733736012609
LPAR6 0 0 0.730936234682877 0.508336281731783 0.371561407721724 0.946738061890847
ADH6 0 0 0.610404465476834 0.608698471659628 0.371552265229961 0.946742386913572
ARHGAP8 0 0 0.949220451308535 0.391410827719408 0.371535162534864 0.946746711104516
ELAVL1 0 0 0.630998653712332 0.588755802678514 0.371504118855466 0.946751034505035
BPHL 0 0 0.668351383351294 0.555847359383586 0.371501351576184 0.946755357032014
CYP4F12 0 0 0.999980729074914 0.371477179828203 0.3714700211193 0.946759678769913
CLEC17A 0 0 0.986447007161501 0.376518684780439 0.371415729742048 0.946763999786647
GUK1 0 0 0.676354321669292 0.549109238103665 0.371392406259946 0.946768319991174
CTRC 0 0 0.632378333733956 0.587292362381858 0.371390965537718 0.94677263931926
NXPE2 0 0 0.733350136980005 0.506383852435154 0.371356667547783 0.946776957867984
TMEM110-MUSTN1 0 0 0.999980729074914 0.371362219427463 0.371355062933953 0.946781275541267
EPHX3 0 0 0.801962222124713 0.463056534660688 0.371353847505854 0.94678559233823
KHDRBS2 0 0 0.743137095271945 0.499689328055042 0.371337675789214 0.946789908303193
RER1 0 0 0.643127163080722 0.577348461409905 0.371308478095572 0.946794223474776
ELAVL2 0 0 0.674772190630936 0.550266001862857 0.371304195506727 0.946798537779849
GSG1 0 0 0.82921841357226 0.447709119710886 0.371248645988494 0.946802851369638
SRI 0 0 0.715839102310213 0.51861803504605 0.371247068649251 0.94680716408545
KCNIP1 0 0 0.703610815810757 0.527528882795511 0.371175027587487 0.946811476134999
HYLS1 0 0 0.850707603706909 0.436291617539113 0.37115659647411 0.946815787360676
RPUSD3 0 0 0.803965893527559 0.461638307156329 0.371141454099488 0.946820097753053
RAB11FIP2 0 0 0.703326736484684 0.527610698762539 0.371082710895061 0.946824407440707
AOX2P 0 0 0.999980729074914 0.371083119307901 0.371075968192908 0.946828716270824
ANGPTL5 0 0 0.732464470789206 0.506587317219129 0.371057211215433 0.946833024279019
RIT1 0 0 0.71071323837775 0.522053511891183 0.37103034204266 0.946837331489412
SFTPB 0 0 0.914562677800123 0.40568617335313 0.371025433048324 0.946841637837638
TPRG1L 0 0 0.616037737481186 0.602154813879687 0.370950089155847 0.946845943531159
GULP1 0 0 0.769193635836575 0.482249522026181 0.370943263227768 0.946850248368638
HOXB5 0 0 0.505428778131533 0.733836687604153 0.370902180363858 0.946854552451087
PPAP2C 0 0 0.791099635461333 0.468699521610056 0.370788020686617 0.946858855993642
C9orf72 0 0 0.964324468304297 0.384496433908509 0.370779319193722 0.946863158686368
CCNJ 0 0 0.772346820431567 0.480026637996845 0.370747047579318 0.946867460598826
IL10RA 0 0 0.928741740878005 0.399152327314088 0.370709427345194 0.946871761746979
BTN1A1 0 0 0.770786141264047 0.480877743167671 0.370653900075973 0.946876062183699
PDCD7 0 0 0.797477096264513 0.464714685459688 0.370599317951869 0.946880361906427
KLF6 0 0 0.587095989936147 0.63124104157218 0.370599084190143 0.946884660755648
ARID5A 0 0 0.714639870133339 0.518495581830566 0.370537615264106 0.946888958911584
FAM213B 0 0 0.717407399128296 0.516343222461536 0.370428448283654 0.946893256514605
HMOX1 0 0 0.594115793224833 0.623456435340158 0.370405314623245 0.9468975533121
ARL8A 0 0 0.672319620831559 0.550919006071386 0.370393657270813 0.9469018492706
TTL 0 0 0.707895490995302 0.52318743710923 0.370362027675012 0.946906144449029
NACC2 0 0 0.714708824161153 0.518169159071848 0.370340070396814 0.946910438819215
ZSCAN21 0 0 0.777162406712913 0.476512415239424 0.370327535456054 0.946914732353732
ADCY6 1 0 2.11152522779865 0.175354113977099 0.370264635460924 0.946919025200742
PURG 0 0 0.66104202670613 0.560077057756585 0.370234473371019 0.946923317264321
FAM3D 0 0 0.72754371743877 0.508829693170837 0.370195846512739 0.946927608569564
SPATA16 0 0 0.999980729074914 0.370160508487852 0.370153375152423 0.946931899127987
BCL2L11 0 0 0.999980729074914 0.370121694986956 0.3701145623995 0.946936188929079
AKTIP 0 0 0.743741863911702 0.49760864116015 0.370092378275019 0.946940477924262
SLC7A6OS 0 0 0.641576473437712 0.576799388784675 0.370060917737499 0.946944766141006
ERVMER34-1 0 0 0.999980729074914 0.37005231540683 0.370045184156382 0.946949053533395
YIPF2 0 0 0.669799816828677 0.552425199673406 0.370014297552792 0.946953340146146
PSMA8 0 0 0.762927695047848 0.484974862435136 0.370000753953786 0.94695762592861
DEGS1 0 0 0.547767879990466 0.675333970648254 0.369926257387538 0.946961911059863
CWC25 0 0 0.999980729074914 0.369808456935572 0.369801330384502 0.946966195688042
HOXA10 0 0 0.651082533219471 0.567748837107172 0.369651351096146 0.946970479886787
CRYZL1 0 0 0.74449379753055 0.496219715772956 0.369432500605338 0.946974763858231
MIIP 0 0 0.879701101420573 0.419922709554715 0.369406470106794 0.946979047036966
IBSP 0 0 0.83293849401111 0.44346511636153 0.369379166168634 0.946983329426968
C16orf13 0 0 0.610203806632386 0.605285221775407 0.369347346425681 0.946987611041718
UGT3A2 0 0 0.844786857038327 0.437136141992299 0.369286867491534 0.946991891965476
ZNF385D 0 0 0.700008619875419 0.527408354713455 0.369190394493731 0.946996172303969
IRGQ 0 0 0.933924640257194 0.395234790716136 0.369119509736694 0.947000451982373
ZNF611 0 0 0.999980729074914 0.369123757107955 0.369116643751684 0.947004730801527
TMEM192 0 0 0.797160447660044 0.462998784596827 0.369084318395263 0.94700900884803
ING2 0 0 0.624078595459821 0.591367038326236 0.369059510679872 0.947013286100086
THOC6 0 0 0.999980729074914 0.36898286279261 0.368975752151503 0.947017562730668
ZNF195 0 0 0.999980729074914 0.368930642795227 0.368923533160448 0.947021838647561
ZNF658 0 0 0.999980729074914 0.368922995886608 0.368915886399191 0.947026113720408
FAM69A 0 0 0.642275135640971 0.574338575114286 0.36888338623537 0.947030388022267
KRT10 0 0 0.982461062806406 0.375422524115258 0.368838012043739 0.947034661591079
ESD 0 0 0.720319959394797 0.512023096692373 0.368820456218648 0.947038934345597
ZC2HC1C 0 0 0.803720114073457 0.45872725057192 0.368688318158267 0.947043206621605
RAB5B 0 0 0.696108016170044 0.529632639254933 0.368681525810656 0.947047478052231
PSMB2 0 0 0.655164169377592 0.562552743727098 0.36856440107505 0.947051748960759
TLX3 0 0 0.481601829808152 0.765066612649483 0.368457480577116 0.947056019317478
ACTR3B 0 0 0.999980729074914 0.368319670581361 0.368312572720581 0.947060289233756
CCDC96 0 0 0.822665046881597 0.447642539213697 0.368259870508433 0.947064558439846
ERRFI1 0 0 0.70998928834726 0.518682152399606 0.368258772260621 0.947068826784939
SERPINI1 0 0 0.707295511632269 0.520656403148906 0.368257937049822 0.947073094268526
PACRGL 0 0 0.780117348274434 0.471878024672604 0.36812023331657 0.947077361291356
RCN1 0 0 0.604769491986548 0.608598718721146 0.368061937944652 0.947081627621238
SPI1 0 0 0.561920360490906 0.654983020909775 0.368048295225043 0.947085893127753
GAL3ST4 0 0 0.999980729074914 0.368010156271285 0.368003064375133 0.947090157903551
RCE1 0 0 0.670518574843509 0.548816573879638 0.367991706968272 0.947094421849777
PSMB5 0 0 0.652031893685637 0.564356555457031 0.367978473568551 0.947098684972171
INHBA 0 0 0.543605956843692 0.676684758368469 0.367849865554434 0.947102947608377
AKR1C4 0 0 0.769993677263951 0.477701007328003 0.367826755265183 0.947107209450061
ZHX1 0 0 0.999980729074914 0.367811095982945 0.367804007922869 0.947111470496406
KIAA1328 0 0 0.937741716402981 0.392123391680351 0.367710462356091 0.947115730954628
AP1AR 0 0 0.846227722677709 0.434520710394114 0.367703471213112 0.947119990571892
CCDC124 0 0 0.587708193095648 0.625566293171714 0.36765043582149 0.947124249483036
PLIN2 0 0 0.688561431724824 0.533835852507425 0.367578778908555 0.947128507742699
SLC35B1 0 0 0.630421201939308 0.583037409383861 0.367559144399354 0.94713276519905
CDCP2 0 0 0.571492503299346 0.643035986362532 0.367490245557888 0.947137021996288
DCUN1D1 0 0 0.773773637255124 0.474915405306248 0.367477020552307 0.947141277971946
ZNF599 0 0 0.999980729074914 0.367474627108074 0.367467545532064 0.947145533115318
TMX1 0 0 0.692518390694656 0.530529641124101 0.367401533287076 0.947149787591812
SLC26A10 0 0 0.999980729074914 0.367380397542058 0.367373317781939 0.94715404129123
FDPS 0 0 0.865593904646797 0.424331879232893 0.367299088211313 0.947158294348197
SYT17 0 0 0.748752989835028 0.490502702102174 0.367265364721163 0.947162546644617
DCAF4L2 0 0 0.723940851723705 0.507131151891205 0.367132958035743 0.94716679846888
ELAVL3 0 0 0.594535050857427 0.617465976478561 0.367105165728412 0.947171049515682
SLC10A7 0 0 0.69862626169142 0.525441401131812 0.36708716181062 0.947175299756682
KLF5 0 0 0.734773825550192 0.499572198777615 0.367072575634349 0.947179549182147
GPANK1 0 0 0.799287585835158 0.459211219593751 0.367041827097508 0.947183797839501
CABP2 0 0 0.649769520741617 0.56486566096229 0.367032489806864 0.947188045666484
TTLL2 0 0 0.690626676277817 0.531384805899813 0.366988522323121 0.947192292764411
AK3 0 0 0.596122671290965 0.615586407578757 0.366965013696257 0.947196539073802
KLF7 0 0 0.71806605951726 0.510871267485854 0.366839317964155 0.947200784893051
CD37 0 0 0.754883106689893 0.485909330920564 0.366804745294923 0.947205029956461
PEX13 0 0 0.67413797781489 0.544090479150756 0.366792055363025 0.947209274200426
PRR5L 0 0 0.711875760303728 0.51522821540675 0.366778477572613 0.947213517627783
PPP1R3C 0 0 0.685087269951267 0.535271624286354 0.366707775764718 0.947217760405387
PPP2R2A 0 0 0.999980729074914 0.366710792155056 0.366703725298852 0.947222002339059
CREB3L4 0 0 0.725543628543782 0.505375713516087 0.366672128962365 0.947226243509379
PPAP2B 0 0 0.598180919986048 0.612921292856876 0.366637822840164 0.947230483924479
FAM221A 0 0 0.640047087940135 0.57282825008693 0.366637053357983 0.947234723486813
RNASEH1 0 0 0.67275907375134 0.544912624156405 0.366594912302875 0.947238962317244
TP53I13 0 0 0.745135063028803 0.491964096712103 0.366579698211481 0.947243200337505
GSDMD 0 0 0.928742425830424 0.394668515819479 0.366545394781076 0.947247437603477
PINX1 0 0 0.683742003592455 0.536068457581847 0.366532521249729 0.947251674052937
CLVS1 0 0 0.649055251133302 0.564675680183831 0.366505715410584 0.94725590972673
SERPINB7 0 0 0.771096039832158 0.475286508469482 0.366491544466471 0.947260144588277
ASB13 0 0 0.590818693688885 0.620237463812895 0.366447888146842 0.947264378723724
SLC25A33 0 0 0.614515488464532 0.596231148946685 0.366393275732741 0.94726861216521
WDR89 0 0 0.763313736074056 0.479942810338203 0.366346939661136 0.947272844888835
DNALI1 0 0 0.645599138431986 0.567425869804719 0.366329652669946 0.947277076810212
RPF2 0 0 0.698376039676585 0.524464051180464 0.36627312701615 0.947281308043854
PKD1P1 0 0 0.999980729074914 0.366251648616521 0.366244590608438 0.947285538508467
ATPBD4 0 0 0.679983305895169 0.538588009157622 0.366230854982497 0.947289768161188
XBP1 0 0 0.824800102145718 0.443950544480047 0.36617045443479 0.947293997138122
LYAR 0 0 0.765388199627956 0.47839704689968 0.366159454433876 0.947298225295663
SYT3 0 0 0.999980729074914 0.366152497233409 0.366145441136065 0.94730245264283
ZNF503 0 0 0.622969059272417 0.587711737123643 0.366126227999274 0.947306679195003
EXTL2 0 0 0.745310424912924 0.491205434050238 0.36610053077152 0.94731090497129
GCH1 0 0 0.641727530793926 0.570453159713494 0.366075497616534 0.947315129969994
ERMAP 0 0 0.823324271240661 0.444571731620882 0.366026696950961 0.947319354260506
RIMS4 0 0 0.59113740911779 0.619179452943852 0.366020137592199 0.947323577720143
FOXN3 0 0 0.73265006047469 0.499577782227375 0.366015692360698 0.947327800343007
MTERF 0 0 0.747498602920972 0.489643123561561 0.366007550792128 0.947332022140101
ST3GAL4 0 0 0.807066224752562 0.453442341732594 0.365957998885086 0.947336243232118
PPP4R2 0 0 0.759318328003873 0.481907229248789 0.36592099156617 0.947340463582786
IL22RA1 0 0 0.891821859349224 0.410164899628675 0.365794023426633 0.947344683453931
FBXO28 0 0 0.806010235605453 0.453828205024382 0.365790178456102 0.9473489024877
OLFML1 0 0 0.740733979018365 0.493682687445705 0.365687541444137 0.947353120971569
EPSTI1 0 0 0.883149324607657 0.413879655451065 0.365517538180457 0.947357339101548
NIN 0 1 0.291078002720465 1.25568219582055 0.365501465611095 0.947361556430296
ICAM3 0 0 0.929864231962321 0.393048071065717 0.365481342725794 0.947365772969828
ETHE1 0 0 0.558389350356996 0.654527765884295 0.365481333982748 0.947369988661925
HNRNPA1 0 0 0.804295685537559 0.454392978051264 0.365466311785195 0.94737420355047
HAO1 0 0 0.674899598335471 0.541260122499452 0.365296239269888 0.947378418086233
FAM134B 0 0 0.794861775584212 0.459564443100299 0.365290209238073 0.947382631792713
CD276 0 0 0.742060366871752 0.492145974633617 0.365202022491078 0.947386844908835
KRT8 0 0 0.800856058352492 0.456005755543824 0.365194971970877 0.947391057199091
ELP5 0 0 0.73681806921897 0.495633869748086 0.365191990947311 0.947395268651908
CD34 0 0 0.753919237334989 0.484389370961452 0.365190465128433 0.947399479263314
NODAL 0 0 0.631973361017696 0.577705212686501 0.365094304938931 0.947403689308377
TPGS2 0 0 0.717177540012601 0.509047654750323 0.36507754478302 0.947407898556715
F11R 0 0 0.737972930992109 0.494695124214076 0.365071610763767 0.947412106977137
KLF12 0 0 0.677334982370544 0.538481330398646 0.364732242432434 0.947416315537894
ELOVL7 0 0 0.64993673405333 0.561113425347551 0.364688227103864 0.947420523381585
GAR1 0 0 0.818001489542849 0.445794100654872 0.3646602383651 0.947424730461906
FAM173A 0 0 0.634400393975612 0.574619467184113 0.364538816367658 0.94742893705026
ZPBP 0 0 0.805564644729166 0.452522017012343 0.364535737866674 0.94743314280336
ASIC5 0 0 0.774874594460212 0.470394419853669 0.364496685320458 0.947437347825845
B3GALT1 0 0 0.626354869708529 0.581890442115042 0.364469912055606 0.947441552082307
ZDHHC4 0 0 0.691632820231101 0.526965749617013 0.364466807572811 0.94744575550431
FGL2 0 0 0.601384317519469 0.606004872720576 0.364441826794536 0.947449958155565
MRPS18B 0 0 0.674346048218603 0.54033595043799 0.364373412888302 0.947454160162286
C16orf71 0 0 0.999980729074914 0.364322894949842 0.364315874110626 0.947458361493126
PPP1R8 0 0 0.588651106689058 0.618869439010128 0.364298180169349 0.947462562032738
NTSR1 0 0 0.684796099305695 0.53196178332528 0.364285354200853 0.947466761767245
ACR 0 0 0.880015316148849 0.413936346843367 0.364270325132865 0.947470960703276
SHOX2 0 0 0.792751337101447 0.459295747185598 0.364107317706391 0.947475159270087
PANX2 0 0 0.753402034655687 0.483206831013735 0.364049009645274 0.947479357164278
BFAR 0 0 0.869728074336335 0.418486058335946 0.363969073653126 0.947483554448744
UCK2 0 0 0.589658346401322 0.61722742678853 0.363953303833667 0.947487750937693
ZBED5 0 0 0.999980729074914 0.363945296398801 0.363938282836259 0.947491946629194
PI16 0 0 0.672375756370849 0.541128495161954 0.363841681228338 0.947496141759889
ZNF652 0 0 0.671717083647594 0.541648891174323 0.363834813540569 0.947500336069945
MS4A14 0 0 0.968723924037588 0.375556477620455 0.363810544698222 0.947504529610022
FGFR1OP2 0 0 0.776279349812543 0.468585270039396 0.363753068757918 0.94750872247655
ZFP1 0 0 0.706211495689949 0.515067900808758 0.363746872612035 0.947512914521193
ZNF229 0 0 0.999980729074914 0.363634644142117 0.363627636566131 0.947517106071602
SULT1A2 0 0 0.700026442633857 0.519382465469824 0.363581459669243 0.947521296916342
CDADC1 0 0 0.860250646281852 0.422614064985822 0.363554022531854 0.947525487001359
ZNF559 0 0 0.999980729074914 0.363477322354425 0.363470317810175 0.947529676489805
ZNF605 0 0 0.999980729074914 0.363322162868389 0.363315161314206 0.947533865588731
C2orf43 0 0 0.728911755044755 0.498341586838042 0.363247040673905 0.94753805404629
C1QTNF2 0 0 0.567562158774281 0.639977753391726 0.363227155282522 0.94754224172305
SLC35C1 0 0 0.521580549422013 0.696348747887963 0.363201962512735 0.947546428634606
FAM102B 0 0 0.748617753992861 0.485028048685942 0.36310060843081 0.947550615001609
ZPBP2 0 0 0.719184880569337 0.504789058567654 0.363036658798686 0.947554800715981
CA13 0 0 0.632436699684138 0.573884184033546 0.3629454193511 0.947558985856884
SLC16A11 0 0 0.602656999608298 0.602188081612335 0.362912862464367 0.947563170254704
KRT20 0 0 0.730611283030392 0.496697838671644 0.362893045190312 0.947567353872809
BTNL9 0 0 0.955716211918913 0.379692856852676 0.36287861884391 0.947571536695838
COQ10A 0 0 0.704790646776918 0.514772877247253 0.362807109098306 0.947575718889141
LHPP 0 0 0.577666904100528 0.627673436315441 0.36258617074248 0.947579900885084
TSPAN5 0 0 0.656482665334667 0.552182773424086 0.362498418849333 0.947584082298566
MFAP3 0 0 0.558772157243043 0.648712235025283 0.362482334995033 0.947588262922525
SCAMP5 0 0 0.591559798068441 0.612739570929447 0.362472096847567 0.947592442740295
ABHD6 0 0 0.659233197106942 0.549803084144615 0.362448444939912 0.947596621790899
IFT46 0 0 0.701043126852963 0.516974508059791 0.362421425633508 0.947600800084301
IPMK 0 0 0.774863265208754 0.467592277304145 0.362320078778287 0.947604977835573
DNAJB1 0 0 0.600911178417983 0.602878687197476 0.362276542366922 0.947609154877792
MVB12A 0 0 0.682868197895449 0.530424716535413 0.362210170299742 0.947613331277166
NEGR1 0 0 0.740114229490932 0.48923393187338 0.362088994529286 0.947617507192253
LIPI 0 0 0.699834236562788 0.517321429458666 0.362039247642776 0.947621682416814
RXFP3 0 0 0.561066709896303 0.645239495759246 0.36202240098079 0.947625856856003
SLC38A3 0 0 0.999980729074914 0.361974725942949 0.361967750355123 0.947630030619264
RAD51B 0 0 0.795340455623476 0.454876695320093 0.361781838108384 0.94763420408596
ABT1 0 0 0.481717090299422 0.750790216097019 0.36166847832353 0.947638377046631
NRL 0 0 0.490776965841181 0.736896434517965 0.361651796271912 0.947642549222221
C8orf76 0 0 0.728717863286281 0.496237790050286 0.36161734204735 0.947646720664287
CYP8B1 0 0 0.608488906696038 0.594154259922916 0.361536276029289 0.947650891507639
CCNB1IP1 0 0 0.83483656026231 0.433022215653154 0.361502777033043 0.947655061615122
ATPAF1 0 0 0.726229970464403 0.497692296960157 0.361439062121736 0.947659231074187
RAB25 0 0 0.67010254526777 0.539349937820388 0.361419766123455 0.947663399756809
NIPAL1 0 0 0.622972438859181 0.58005123100111 0.361355930040031 0.947667567791777
RNPS1 0 0 0.608476816913527 0.59384116307764 0.361338580661709 0.947671735045122
UBAP1 0 0 0.737722706889782 0.489760991131237 0.361307804106359 0.947675901555826
STX11 0 0 0.51267341906994 0.704650324761134 0.361255491244034 0.947680067386256
IFLTD1 0 0 0.999980729074914 0.361223316755122 0.361216355647645 0.947684232498594
ZBTB3 0 0 0.720124529198233 0.501537146556984 0.361169201539774 0.947688396916189
YOD1 0 0 0.614372251407702 0.587792276786417 0.36112326444933 0.94769256063574
SPG21 0 0 0.711855029779871 0.507159375938896 0.361023952662124 0.947696723811408
ZNF880 0 0 0.999980729074914 0.360962929258672 0.360955973169104 0.947700886352991
DTWD1 0 0 0.645764056697757 0.55873737011312 0.360812510752884 0.947705048478362
RFX8 0 0 0.999980729074914 0.360743793292612 0.360736841425996 0.947709209992161
ZIC2 0 0 0.538443610918013 0.669946342525597 0.360728327790799 0.947713370700942
FAM189A1 0 0 0.742052246842357 0.486097872665283 0.360710018596563 0.947717530633186
FBXO44 0 0 0.785720556887915 0.459070190289337 0.360700885564779 0.947721689762674
LIPN 0 0 0.743705237685444 0.484944714921482 0.36065592447498 0.947725848192917
CRLS1 0 0 0.734791238152325 0.490692306312337 0.360556407307062 0.947730006081364
HSD11B1L 0 0 0.999980729074914 0.360547473479806 0.360540525396455 0.947734163187153
C19orf44 0 0 0.782367033846528 0.460791936355762 0.360508420467056 0.947738319557263
GMEB1 0 0 0.764104574469143 0.471802994513075 0.36050682635568 0.947742475104004
BPI 0 0 0.870024323241713 0.414267790957388 0.360423054468541 0.94774663006438
HRC 0 0 0.999980729074914 0.360407218727175 0.360400273346662 0.947750784262866
GDE1 0 0 0.630421201939308 0.571673275257406 0.360394953304355 0.947754937649394
SLC30A1 0 0 0.583981823583662 0.617107605249576 0.360379624660994 0.947759090253033
VPS25 0 0 0.714243194780104 0.504534394633368 0.360360257899382 0.947763242085646
GSDMC 0 0 0.950498029400144 0.379070471369369 0.360305736040369 0.947767393248698
PLEKHD1 0 0 0.999980729074914 0.360247471743453 0.360240529441412 0.947771543773153
FPGT 0 0 0.879531260892984 0.409570110849708 0.360229716019723 0.947775693502602
MAT2B 0 0 0.669378181423405 0.538099921151192 0.360192346644263 0.94777984251373
DKK2 0 0 0.643226177472926 0.559977309221061 0.360192064081838 0.947783990699998
GBGT1 0 0 0.589014269774215 0.611475970321851 0.360168072143605 0.947788138129893
FSTL1 0 0 0.748392417837437 0.481006602379602 0.359981694150641 0.947792285270979
