Gene yMis3 yLoF t.case t.control bfAll BF qvalue
GH2 0 0 0 1 0.653669406417024 0.845718523121667 0.925830699621005
IFNGR2 0 0 0 0 0.840033805171739 0.845716795186514 0.925835049531493
GGCT 0 0 0 2 0.516873874328058 0.845715699457791 0.925839398361302
GPR63 0 0 0 0 0.840032559849835 0.845715541439769 0.925843746105601
NDFIP2 0 0 0 0 0.840024456399249 0.845707383167784 0.925848092809458
ACTA2 0 0 0 1 0.653653186264509 0.845697537462409 0.925852438482684
VDAC1 0 0 0 0 0.839999150794142 0.845681906365398 0.925856783157955
GPR18 0 0 0 0 0.839981864460293 0.845664503086181 0.925861126845533
SRD5A1 0 0 0 0 0.839943738670039 0.845626119367634 0.92586546966286
LDHB 0 0 0 1 0.653573290992044 0.845594168831156 0.925869811574368
REEP1 0 0 0 1 0.653556102263696 0.845571930026938 0.92587415252622
LYSMD3 0 0 0 0 0.839842060281633 0.845523753105404 0.925878492663456
SRRD 0 0 0 0 0.839800414188883 0.845481825268838 0.925882831951528
MRPL20 0 0 0 1 0.653480123458463 0.845473628527251 0.925887170202654
GZMB 0 0 0 1 0.653476371089511 0.845468773706302 0.925891507398586
F2RL1 0 0 0 1 0.653473786816223 0.84546543016939 0.925895843531294
GPR1 0 0 0 2 0.516716984538109 0.84545899436002 0.925900178618414
TMEM25 0 0 0 0 0.839725443580186 0.845406347469576 0.925904512917907
RAB18 0 0 0 0 0.839702367739249 0.845383115516144 0.925908846266135
SAR1B 0 0 0 0 0.839697548464 0.845378263637573 0.925913178561035
ANKRD63 0 0 0 0 0.83969708020668 0.845377792212401 0.925917509778592
PSMC3IP 0 0 0 0 0.839674166737377 0.845354723729078 0.925921840045099
SLC35C1 0 0 0 0 0.839671822707721 0.845352363841611 0.925926169245557
HPDL 0 0 0 0 0.839649407000688 0.845329796488015 0.925930497492914
CRYBA2 0 0 0 1 0.653363058151095 0.845322169245412 0.925934824704325
FCN3 0 0 0 0 0.839637922724119 0.84531823451811 0.925939150859615
MRPL48 0 0 0 0 0.839591548688537 0.845271546753272 0.925943476197212
BDKRB2 0 0 0 0 0.839587464223564 0.845267434656109 0.925947800480406
ASPHD1 0 0 0 0 0.839570939470775 0.845250798110193 0.925952123779305
CSPG5 0 0 0 0 0.839564415727865 0.84524423023291 0.925956446038239
CMBL 0 0 0 0 0.839548871459698 0.845228580804784 0.925960767308135
LMOD2 0 0 0 0 0.83954299614353 0.845222665740973 0.925965087535197
DUOXA2 0 0 0 0 0.839541097133994 0.845220753884273 0.925969406697544
GABRR2 0 0 1 0 2.61634193815105 0.845216979090718 0.925973724805936
MCL1 0 0 0 0 0.839537036739982 0.845216666020916 0.925978041841512
TSEN34 0 0 0 0 0.839534730753937 0.845214344434432 0.925982357815843
LMO3 0 0 0 1 0.653273901890406 0.845206818732788 0.925986672758263
AEN 0 0 0 0 0.839506280895062 0.845185702106799 0.925990986744724
SLC35G1 0 0 0 0 0.839504915327104 0.845184327300511 0.92599529966583
SLC10A2 0 0 0 2 0.516531625020112 0.845155706726036 0.925999611673429
SNAP29 0 0 0 0 0.839433515956718 0.845112444899673 0.926003922849238
RAB23 0 0 1 1 1.95713905665193 0.845075548488071 0.926008233158195
LPAR1 0 0 0 0 0.839382239885601 0.845060821936088 0.926012542477431
SBK2 0 0 0 0 0.839371761482311 0.845050272644387 0.926016850784109
ZNF737 0 0 0 1 0.653133898031437 0.845025681516212 0.926021158156612
ELK3 0 0 0 0 0.839343703094093 0.845022024435784 0.926025464479007
DCDC1 0 0 0 0 0.839341359155578 0.845019664640075 0.926029769744482
PPAPDC1B 0 0 0 0 0.83929256088136 0.84497053623616 0.926034074213148
TMED8 0 0 0 1 0.653090265504532 0.844969229683143 0.926038377619767
ATP4B 0 0 0 0 0.839277422346239 0.844955295285942 0.926042680034845
PGLS 0 0 0 0 0.839260551729405 0.844938310536145 0.926046981475684
SLX1A-SULT1A3 0 0 0 0 0.839253958083601 0.844931672283062 0.926051281885218
SLX1B-SULT1A4 0 0 0 0 0.839253958083601 0.844931672283062 0.926055581226991
PRRG2 0 0 0 1 0.653047138995204 0.844913432536423 0.926059879602614
C1QTNF8 0 0 0 0 0.839229917448693 0.844907469008641 0.926064176944335
SLC22A20 0 0 0 0 0.839188207824901 0.844865477211234 0.926068473452413
CNTD1 0 0 0 1 0.652985825494728 0.844834105031478 0.926072769068254
CISH 0 0 0 0 0.839118684919049 0.844795483969572 0.926077063832394
ETV3L 0 0 0 1 0.652939661342259 0.844774377777206 0.926081357648018
MTX2 0 0 0 0 0.83909031299913 0.844766920108166 0.926085650439796
ALX3 0 0 0 0 0.839066711510786 0.844743158951222 0.926089942298504
SNRNP25 0 0 0 0 0.83904642186888 0.844722732045992 0.926094233206004
SYT4 0 0 0 0 0.839039375842266 0.844715638351654 0.926098523088743
HAGHL 0 0 0 0 0.839035318960613 0.844711554024418 0.926102811930424
RPS24 0 0 0 0 0.839028328935176 0.844704516710116 0.926107099747798
ZNF460 0 0 0 0 0.839002576759606 0.844678590316134 0.926111386645911
CLDN5 0 0 0 0 0.839000732456133 0.844676733535593 0.92611567249175
C20orf173 0 0 0 0 0.838962507815911 0.844638250298339 0.926119957488606
ZMAT2 0 0 0 0 0.838943961754792 0.844619578769555 0.926124241527058
IGFBP6 0 0 0 0 0.838942805815356 0.844618415009967 0.926128524510498
MTAP 0 0 0 1 0.652813956104676 0.844611740139841 0.926132806469838
AURKC 0 0 0 1 0.652796201628844 0.844588769370623 0.926137087495686
TIMP3 0 0 0 0 0.838906940945862 0.844582307507743 0.926141367496993
MBLAC2 0 0 0 0 0.838845805022415 0.844520757988033 0.926145646779081
PGK2 0 0 0 0 0.838845499043127 0.844520449938737 0.926149925003253
HSD17B13 0 0 0 0 0.838814116170964 0.844488854755416 0.926154202343052
RRH 0 0 0 1 0.652714115943539 0.844482566779735 0.926158478658767
FAM71F1 0 0 0 0 0.838792148723268 0.844466738693718 0.926162754003563
NLRP10 0 0 0 1 0.652684146562715 0.844443792346909 0.92616702841718
SC5D 0 0 0 1 0.652660896340839 0.844413711172674 0.926171301939431
TNFRSF9 0 0 0 2 0.516071026893838 0.844402070131349 0.926175574468657
TUBA4A 0 0 0 0 0.838724253792175 0.844398384440377 0.926179845961232
ZNF586 0 0 0 1 0.652633864260339 0.844378737023702 0.926184116505801
C11orf16 0 0 0 2 0.516049647928817 0.84436708959305 0.926188386058486
GNMT 0 0 0 0 0.838625312688579 0.844298773981215 0.926192654932926
E2F5 0 0 0 0 0.838610300217279 0.844283659947663 0.926196922835302
PCDHB6 0 0 0 0 0.838536150405454 0.844209008498121 0.926201190095028
CALHM1 0 0 0 1 0.65250143756608 0.844207403154944 0.926205456308679
SGCG 0 0 0 1 0.652487996167583 0.844190012652078 0.926209721563864
EAPP 0 0 0 1 0.652475275456316 0.844173554575502 0.926213985855786
CIB1 0 0 0 0 0.83849891935753 0.844171525575008 0.926218249105095
CCDC12 0 0 0 0 0.838467675743739 0.84414007059217 0.92622251147471
ZNF239 0 0 0 1 0.652433287039067 0.844119229894134 0.926226772906337
TIPIN 0 0 0 1 0.652426324927109 0.844110222302552 0.92623103333498
ZBTB42 0 0 0 0 0.838431614035682 0.844103764919732 0.926235292746929
MTNR1B 0 0 0 0 0.838421415516236 0.844093497405343 0.926239551163597
FAM57B 0 0 0 0 0.838400562359514 0.844072503173011 0.926243808644565
CYBRD1 0 0 0 0 0.838390217909321 0.844062088740626 0.926248065131784
SOX2 0 0 0 0 0.83836280509589 0.844034490474249 0.926252320720457
DLX3 0 0 0 0 0.838346688009727 0.844018264352903 0.926256575348164
DIABLO 0 0 0 2 0.515823922986506 0.843997755531197 0.92626082903889
EGLN3 0 0 1 1 1.95462066922899 0.843988130797685 0.926265081732937
SFTPA1 0 0 0 0 0.838311815397511 0.843983155820767 0.926269333405027
KIAA1958 0 0 0 0 0.838309950601356 0.843981278408909 0.926273584038453
DEGS1 0 0 0 0 0.838298979354166 0.843970232939124 0.926277833684159
ESAM 0 0 0 0 0.838284307010113 0.843955461333846 0.926282082363056
CEACAM16 0 0 0 0 0.838274651682988 0.843945740686578 0.926286330047654
XXYLT1 0 0 0 0 0.838260268611089 0.843931260310437 0.92629057676456
KLF17 0 0 0 3 0.414008789039836 0.843889400710084 0.926294822665048
TMED3 0 0 0 1 0.652244182387962 0.84387456599419 0.926299067600475
CASP6 0 0 0 0 0.838203642398101 0.843874251010243 0.926303311491186
MXD1 0 0 0 0 0.838202559868361 0.843873161156981 0.926307554341835
NDUFV2 0 0 0 1 0.652222665817479 0.843846727820898 0.926311796292433
SP7 0 0 0 0 0.838171844515843 0.843842238009205 0.926316037222434
IFIT1B 0 0 0 2 0.51570268886892 0.84379939070441 0.926320277343488
PLEKHF1 0 0 0 0 0.838049135281694 0.843718698623521 0.926324516864319
IQCK 0 0 0 0 0.838038669462743 0.843708162001295 0.926328755398827
CCDC8 0 0 1 1 1.95392447167377 0.84368751877483 0.926332993003022
VTI1B 0 0 0 0 0.838017505902487 0.84368685526549 0.926337229567255
EIF3K 0 0 0 1 0.652097758877726 0.843685123022542 0.92634146509779
ZNF404 0 0 0 1 0.652093006608519 0.843678974529044 0.926345699619319
C19orf54 0 0 0 1 0.652091973430923 0.843677637802219 0.926349933105731
SYCE1L 0 0 0 0 0.837989272564978 0.84365843092403 0.926354165655744
ZNF514 0 0 0 1 0.652073799548337 0.843654124403873 0.926358397187721
ASB1 0 0 0 0 0.83795107655143 0.843619976507116 0.926362627866204
CYB5D1 0 0 0 0 0.837943463248815 0.843612311699046 0.926366857545836
INHBA 0 0 0 0 0.837939259902021 0.843608079915804 0.926371086208102
ZNF232 0 0 0 0 0.837920590928353 0.843589284642944 0.926375313933468
HS3ST6 0 0 0 0 0.837913360733011 0.843582005533942 0.926379540658957
MIF4GD 0 0 0 2 0.515542861991832 0.843537879906781 0.926383766587517
TMEM68 0 0 0 0 0.837833844039872 0.843501950895103 0.926387991674386
CNN1 0 0 0 0 0.83780024871622 0.843468128292635 0.926392215908295
FLRT1 0 0 0 0 0.837789167561278 0.843456972171551 0.926396439164985
ARFRP1 0 0 0 0 0.837784519791091 0.843452292958307 0.926400661409223
PCDHB16 0 0 0 0 0.83778067821977 0.843448425398018 0.926404882636923
CHI3L2 0 0 0 0 0.837762655319314 0.84343028056918 0.926409102926899
TMEM130 0 0 0 0 0.837744554138818 0.843412056930721 0.92641332227993
GUCY2GP 0 0 0 0 0.83771704306669 0.843384359740906 0.926417540748395
HOXB1 0 0 0 1 0.651858869158943 0.843376047122439 0.926421758226162
CEACAM3 0 0 0 0 0.837691253844507 0.843358396049683 0.926425974764875
SDCBP 0 0 0 0 0.837640409755977 0.84330720799113 0.926430190549022
GNAT3 0 0 0 0 0.837603888444646 0.843270439606114 0.926434405499718
PLK5 0 0 0 0 0.837599976647155 0.843266501344561 0.926438619437053
PRRX1 0 0 0 0 0.837593244855637 0.843259724011182 0.926442832376983
CCND3 0 0 0 0 0.837590992352117 0.843257456269042 0.926447044295128
KHDC1 0 0 0 1 0.65176420143592 0.843253565871035 0.926451255200768
RPL18A 0 0 0 0 0.837574796184051 0.843241150530789 0.926455465141049
NIPA2 0 0 0 0 0.837574769795966 0.843241123964183 0.926459674048361
CEBPE 0 0 0 1 0.651746033463454 0.843230060119212 0.926463881983628
MGLL 0 0 0 0 0.837495048289118 0.843160863126032 0.926468089266049
MTG1 0 0 0 1 0.651691078612043 0.843158959444594 0.926472295526827
NKAIN1 0 0 0 0 0.837492886625727 0.843158686838573 0.926476500757396
CSRP1 0 0 0 0 0.837489981034411 0.843155761590373 0.926480704972677
CTDSPL 0 0 0 0 0.837481617968805 0.843147341947022 0.926484908203164
RPL15 0 0 0 0 0.837469033798433 0.843134672642322 0.926489110472513
LDLRAP1 0 0 0 0 0.837428622160842 0.843093987612242 0.926493311934624
HOXD13 0 0 0 0 0.837405676408391 0.843070886627369 0.926497512493432
PDLIM4 0 0 0 0 0.837360073754713 0.84302497546298 0.926501712274255
RGS4 0 0 0 1 0.651586387722544 0.843023510204378 0.926505911033874
TMX2 0 0 0 0 0.83732994998451 0.842994647899687 0.926510108922747
NEUROD6 0 0 0 0 0.837327762742622 0.842992445860687 0.926514305795164
TST 0 0 0 0 0.83720466847618 0.842868518837894 0.926518502318157
UROS 0 0 0 0 0.837187590307389 0.842851325132011 0.926522697907375
CTHRC1 0 0 0 1 0.651440885227579 0.84283525884376 0.926526892556988
AICDA 0 0 0 0 0.837107359420076 0.842770551467338 0.926531086533641
ZBTB8B 0 0 0 0 0.837098260411329 0.842761390902049 0.926535279533512
TPSAB1 0 0 0 0 0.837076988381837 0.842739974963193 0.926539471624038
MSMO1 0 0 0 0 0.837075841527066 0.842738820349728 0.926543662694668
DUSP26 0 0 0 0 0.837067550241752 0.842730472972277 0.926547852785136
ART5 0 0 0 0 0.837065447631849 0.842728356137814 0.926552041861712
LRRC46 0 0 1 1 1.95159191053799 0.842680339251994 0.926556230175878
SBDS 0 0 0 0 0.836984084441481 0.842646442509838 0.926560417650675
ZNF728 0 0 0 1 0.651274450268057 0.842619925027031 0.926564604246052
MRPL9 0 0 0 0 0.83693554018485 0.842597569841988 0.926568789939569
ZNF79 0 0 1 2 1.48411637601409 0.842591753052959 0.92657297464112
THUMPD1 0 0 0 0 0.836923785069657 0.842585735201184 0.92657715835217
TADA1 0 0 0 1 0.651235013662512 0.842568901883725 0.926581341132208
FETUB 0 0 0 0 0.836904069645407 0.842565886398303 0.926585522906044
UCHL1 0 0 0 0 0.836896155294992 0.842557918505787 0.926589703701116
RERGL 0 0 0 2 0.514941486305247 0.842553901252262 0.926593883496193
HSPA1A 0 0 0 0 0.836879865903494 0.842541518913427 0.926598062337349
UBE2G2 0 0 0 0 0.836843814794105 0.84250522391136 0.926602240355583
PIGL 0 0 0 2 0.514887274194353 0.842465198697227 0.926606417571575
SBSN 0 0 0 0 0.836794328916822 0.842455403252614 0.926610593820497
RBM18 0 0 0 1 0.651116360434809 0.842415388148018 0.926614769267751
CCDC74A 0 0 0 0 0.836747504407299 0.842408261966292 0.926618943734026
CUEDC2 0 0 0 0 0.836713380441033 0.84237390714484 0.926623117368359
C18orf54 0 0 0 2 0.51482921383316 0.842370199585421 0.926627290003731
YWHAB 0 0 0 0 0.83670378282496 0.842364244599052 0.926631461652777
PITHD1 0 0 0 0 0.836677773649968 0.842338059466995 0.926635632426281
PTX3 0 0 0 0 0.83667710613838 0.842337387439563 0.926639802185321
OTUD6B 0 0 0 0 0.836670754090245 0.842330992418603 0.9266439709615
ARMC10 0 0 0 1 0.651042298287201 0.84231956642303 0.926648138782628
ALYREF 0 0 0 0 0.83665862621892 0.8423187824999 0.926652305590995
ZNF488 0 0 0 0 0.836657125871632 0.842317272002474 0.926656471390935
MARCH8 0 0 0 1 0.651040119721849 0.842316747791695 0.926660636177438
HECA 0 0 0 0 0.836646578591724 0.842306653368192 0.926664800003067
TRHR 0 0 0 1 0.65102354143066 0.842295298772048 0.926668962875045
TMEM249 0 0 0 0 0.836632733306281 0.842292714416734 0.926673124745903
DUSP2 0 0 0 1 0.651018083128923 0.842288236812534 0.926677285626329
RAB6B 0 0 0 0 0.836583541303695 0.842243189620803 0.926681445737832
OXNAD1 0 0 0 0 0.836575144817164 0.842234736330428 0.926685604881241
C4orf33 0 0 0 0 0.836573614270603 0.842233195429426 0.926689763019241
KRT81 0 0 0 0 0.836523767966186 0.842183011905188 0.926693920417257
GNPDA1 0 0 0 0 0.836523596348712 0.842182839126688 0.926698076803079
MAD2L2 0 0 0 1 0.650926784336328 0.842170114288705 0.926702232245458
RGS8 0 0 0 0 0.83649565635882 0.842154710117399 0.926706386759335
RAB28 0 0 0 0 0.836493721608342 0.842152762277963 0.926710540271758
DGCR6 0 0 0 0 0.836462867102058 0.842121699035018 0.926714692941651
GINM1 0 0 0 1 0.650867505750758 0.842093419559918 0.926718844754163
UPK3B 0 0 0 0 0.836373204418645 0.842031429766332 0.926722995893145
IGFBP3 0 0 0 0 0.836344296868747 0.842002326651308 0.926727146179813
TMEM106A 0 0 0 0 0.836339806494729 0.841997805899047 0.926731295480672
DLK1 0 0 0 0 0.836332765524017 0.841990717294817 0.926735443810057
RAB7L1 0 0 0 0 0.836316577436096 0.841974419691372 0.926739591218438
SLC16A8 0 0 0 0 0.836300137644709 0.841957868681639 0.926743737707529
METTL9 0 0 0 0 0.836283994597524 0.84194161642364 0.926747883276041
GDPGP1 0 0 1 0 2.60616695665036 0.841929921309426 0.92675202789952
KCNA10 0 0 0 1 0.65073862046841 0.841926667575553 0.926756171532395
POMC 0 0 0 0 0.836225786433571 0.841883014470279 0.926760314394745
CCDC34 0 0 0 0 0.83622185355071 0.84187905498071 0.926764456270999
FAM26F 0 0 0 1 0.650696397677115 0.841872039660669 0.926768597178132
TMEM168 0 0 0 3 0.413004511227678 0.841842344165672 0.926772737239802
VEGFC 0 0 0 0 0.836133045724461 0.841789646352461 0.926776876581359
TMEM70 0 0 0 1 0.650623823355045 0.841778142886741 0.92678101497916
STX6 0 0 0 0 0.836106387723421 0.841762808004925 0.926785152454371
SSR2 0 0 0 0 0.83607476346983 0.841730969807186 0.926789289097009
SNRPA1 0 0 0 0 0.836064091678954 0.841720225819594 0.926793424792765
ICOSLG 0 0 0 1 0.650573983348212 0.841713659806215 0.926797559519285
ZNF561 0 0 0 0 0.836014397630002 0.841670195580858 0.926801693477359
TRMT10C 0 0 0 0 0.83601031451146 0.841666084839234 0.926805826453519
PTPRVP 0 0 0 0 0.836009698613353 0.841665464774458 0.926809958429166
MYOD1 0 0 0 0 0.835991759681067 0.841647404481851 0.926814089499368
COPZ1 0 0 0 0 0.835986786020966 0.841642397173984 0.926818219593583
AKR1B10 0 0 0 2 0.514368676317017 0.841616662161812 0.926822348824695
DMRT1 0 0 0 0 0.835946123272753 0.841601459334471 0.926826477135848
GJD2 0 0 0 0 0.835907820740859 0.841562897678593 0.926830604654157
PQLC1 0 0 0 1 0.65045530043504 0.841560107663401 0.926834731185782
SOHLH2 0 0 0 3 0.412864147162316 0.841556234908729 0.926838856736959
QTRT1 0 0 0 0 0.835889503592844 0.841544456611554 0.926842981350935
ZNF296 0 0 0 0 0.835878122742619 0.841532998767691 0.926847105026315
CHRM1 0 0 0 0 0.835844577923391 0.841499227011318 0.926851227884476
PCDHB14 0 0 0 2 0.514275301326478 0.841463880798007 0.926855349934256
PIGW 0 0 0 1 0.650352053978788 0.841426527233229 0.926859471186837
PAQR7 0 0 0 0 0.835750293237408 0.841404304471328 0.926863591560463
CNPY3 0 0 0 0 0.835735794964771 0.841389708115093 0.926867711014106
MRPL32 0 0 0 0 0.835726309638048 0.841380158618313 0.926871829520741
SPATA6L 0 0 1 2 1.48191910189621 0.841344273353355 0.926875947223464
RWDD2B 0 0 0 0 0.83566109302957 0.841314500806955 0.926880064089439
TMEM106B 0 0 0 0 0.835652968444615 0.841306321257622 0.926884180001953
LAT2 0 0 0 1 0.650253237907242 0.841298678841874 0.926888294958444
ZNF367 0 0 0 0 0.835640054787967 0.841293320237606 0.926892408946885
MMAB 0 0 0 0 0.835616233280691 0.84126933757326 0.926896522068519
LYPLA1 0 0 0 0 0.835594423191017 0.84124737993414 0.926900634312691
CCDC97 0 0 0 0 0.835592482879406 0.841245426495948 0.926904745571381
TRIML1 0 0 0 0 0.83558315597716 0.841236036495418 0.926908855885217
GPR176 0 0 0 1 0.650202417473227 0.841232927283093 0.926912965220534
KLF10 0 0 0 0 0.835560179123974 0.841212904199407 0.926917073669258
HSD17B2 0 0 0 1 0.650178927651328 0.841202536113964 0.926921181179447
PRDM12 0 0 0 0 0.835548191808564 0.841200835787507 0.926925287704525
PLAUR 0 0 0 0 0.835537745623257 0.841190318931749 0.926929393292565
MCHR2 0 0 0 1 0.650147709191482 0.841162145620702 0.926933498039454
TMED5 0 0 0 1 0.65014230047444 0.841155147813946 0.926937601830921
LILRA2 0 0 0 0 0.835501192650084 0.841153518670693 0.926941704638269
WBP2NL 0 0 0 0 0.835485309611383 0.841137528180186 0.926945806539541
TMEM184A 0 0 0 0 0.835458342214074 0.841110378343254 0.926949907595425
CLDN10 0 0 0 0 0.835431620635652 0.841083475988222 0.926954007804889
ANKRD23 0 0 0 2 0.514024429939245 0.84105340179865 0.926958107185393
ISOC1 0 0 0 1 0.650048260794865 0.84103347912616 0.926962205682349
ZC3H10 0 0 0 0 0.835374522756874 0.84102599183133 0.92696630322885
FBXO8 0 0 0 0 0.835373085962344 0.841024545316609 0.926970399792588
OTUB1 0 0 0 0 0.835367605743613 0.841019028023145 0.92697449539592
TIMD4 0 0 0 2 0.513992496201579 0.841001151405223 0.926978590105988
ACTR3C 0 0 0 0 0.835328758279977 0.840979917748958 0.926982683941256
GID8 0 0 0 0 0.835304787282339 0.840955784582917 0.926986776917707
C3orf33 0 0 0 0 0.835297187307046 0.840948133192332 0.926990868946612
RIMKLB 0 0 0 0 0.835264829522004 0.84091555650066 0.926994960162954
ZNF676 0 0 0 0 0.835237953479344 0.84088849863641 0.92699905053722
SH2D7 0 0 0 0 0.835226926818842 0.840877397378432 0.927003139983543
RAB8A 0 0 0 0 0.835200896819745 0.840851191281392 0.927007228583822
CTDNEP1 0 0 0 0 0.835189664573837 0.840839883047184 0.927011316257929
PON2 0 0 0 0 0.835182206428519 0.84083237444608 0.927015402985686
CCDC127 0 0 1 0 2.60271552070812 0.840814924749502 0.927019488821097
C3orf30 0 0 0 1 0.649878788839114 0.840814216038854 0.927023573674131
SLC25A45 0 0 0 1 0.649831862561206 0.840753502745469 0.92702765786896
LSM11 0 0 0 0 0.835086159216031 0.840735677455755 0.927031741174404
VAPB 0 0 0 0 0.835027522510482 0.840676644061632 0.927035823813115
ZNF621 0 0 0 1 0.649770991398238 0.8406747475375 0.927039905477101
ZNF517 0 0 0 0 0.83501526419686 0.840664302818164 0.927043986212825
HOXA2 0 0 0 0 0.834988339424482 0.84063719589453 0.927048066110488
CAPZA1 0 0 0 0 0.834947546915647 0.840596127416539 0.927052145245683
CTU1 0 0 0 0 0.83494628467512 0.840594856636712 0.927056223404095
C19orf26 0 0 0 0 0.834941086329292 0.840589623123077 0.927060300607442
VAT1 0 0 0 0 0.834929800849701 0.840578261295048 0.927064376889106
GPRIN3 0 0 0 2 0.513727967785256 0.840568326598729 0.927068452241728
ZIC2 0 0 0 0 0.834909656419687 0.840557980584097 0.92707252666786
KRT37 0 0 0 1 0.649668229842225 0.840541794472033 0.927076600199308
C10orf54 0 0 0 0 0.834869150607773 0.840517200742587 0.927080672881699
CCSAP 0 0 0 1 0.649638567010181 0.840503416652509 0.927084744657102
C3AR1 0 0 0 0 0.83485502369239 0.840502978255908 0.927088815453951
CKAP4 0 0 0 0 0.834826584383766 0.840474346549899 0.927092885424459
SET 0 0 0 0 0.834820344025334 0.840468063974245 0.927096954448559
RAB21 0 0 0 0 0.834812208579323 0.840459873490379 0.927101022536868
FAM124B 0 0 0 0 0.834777145150823 0.840424572851051 0.927105089835693
NCS1 0 0 0 0 0.834762264200163 0.840409591227902 0.927109156235929
FAM57A 0 0 0 0 0.834708895437828 0.840355861415641 0.927113221946486
SPDYE8P 0 0 0 0 0.834699728683695 0.840346632646655 0.927117286728088
HLF 0 0 0 0 0.83469944450918 0.840346346549646 0.927121350532944
PTP4A2 0 0 0 0 0.834649973832803 0.840296541194643 0.927125413627876
MITD1 0 0 0 1 0.649452722104088 0.840262970215874 0.927129475925794
SPI1 0 0 0 0 0.834565749249579 0.840211746815938 0.927133537521953
HEPACAM2 0 0 0 0 0.834527206668842 0.84017294348724 0.927137598349798
REEP4 0 0 0 0 0.834526151727208 0.840171881408724 0.927141658206607
SERTAD4 0 0 0 0 0.834518608539211 0.840164287189611 0.927145717127862
BCAP29 0 0 0 1 0.649370798901749 0.840156977845707 0.927149775112368
NSL1 0 0 0 0 0.834510715500419 0.840156340752897 0.927153832124587
MRPS18A 0 0 0 3 0.41217255996269 0.840146547184985 0.927157888214098
DHRS4L2 0 0 0 0 0.834493759308119 0.840139269848699 0.927161943367705
HRH4 0 0 0 0 0.834492109772369 0.840137609153523 0.92716599755556
RASD1 0 0 0 0 0.834486219961666 0.840131679497119 0.92717005080095
CLDN19 0 0 0 0 0.834478594767243 0.840124002716792 0.927174103113606
MYBPHL 0 0 0 1 0.649333347366274 0.840108522989231 0.927178154535787
SIRT4 0 0 0 2 0.513444545916377 0.840104588081491 0.927182205005792
EEF1A1 0 0 0 0 0.83444678831332 0.8400919810861 0.927186254570548
PSMA5 0 0 0 0 0.834424043370889 0.840069082269765 0.927190303285658
THEG 0 0 0 1 0.649269921133528 0.840026462027897 0.927194351257339
SERPINB1 0 0 0 0 0.834348774943099 0.839993304636607 0.927198398435046
HMG20B 0 0 0 0 0.83433864805611 0.839983109239282 0.927202444695783
SULT1C4 0 0 0 1 0.649227288665175 0.839971304072181 0.92720649004852
PCDHB5 0 0 1 1 1.94531489702373 0.839969979648058 0.927210534437325
FOXJ1 0 0 0 0 0.834249051018807 0.839892906060816 0.927214578269106
PRB4 0 0 0 0 0.834231840653807 0.839875579264391 0.92721862122343
AGT 0 0 0 1 0.649139356240604 0.839857536960683 0.927222663304452
C10orf120 0 0 0 0 0.834211980480561 0.839855584733259 0.92722670442616
C6orf58 0 0 0 0 0.834199647563253 0.839843168381396 0.927230744645033
PSMF1 0 0 0 0 0.834189291363392 0.839832742119855 0.927234783950724
DLK2 0 0 0 0 0.834157460212664 0.839800695625279 0.927238822459517
MGST1 0 0 0 0 0.834105476383096 0.839748360115121 0.927242860280504
EPDR1 0 0 0 0 0.834100568631767 0.839743419161912 0.927246897159799
FAM200A 0 0 0 0 0.834098189764875 0.839741024201529 0.92725093308409
ARHGDIA 0 0 0 0 0.834085758695839 0.839728509033923 0.927254968107973
CSN1S1 0 0 0 0 0.834077451707313 0.839720145847025 0.927259002209517
EGR3 0 0 0 0 0.834073858292243 0.839716528121812 0.927263035363619
RND1 0 0 0 0 0.834070101866866 0.839712746283496 0.9272670675715
CRIP2 0 0 1 1 1.94470696686898 0.839707480717682 0.92727109884145
RIMKLA 0 0 0 1 0.649008910858367 0.839688766516585 0.927275129245858
NT5C 0 0 0 0 0.834010487152679 0.839652728264318 0.927279158877843
C7orf26 0 0 0 1 0.648976998268342 0.839647477956589 0.927283187572768
BMP10 0 0 0 0 0.833967264783231 0.839609213487241 0.927287215507787
TSNAX 0 0 0 0 0.833959598548443 0.839601495388902 0.927291242519594
OPN3 0 0 0 0 0.833924408076768 0.839566066846928 0.927295268756895
ZNF703 0 0 0 0 0.833912032479191 0.839553607526057 0.927299294096995
ZP3 0 0 0 1 0.648864845820032 0.839502374939654 0.927303318747779
PRSS33 0 0 0 0 0.833836666139575 0.83947773131868 0.927307342567175
WDR18 0 0 0 0 0.833830015063696 0.839471035246996 0.927311365459426
LRIT2 0 0 0 3 0.411826431539394 0.839441020840046 0.92731538754965
TMEM41B 0 0 0 0 0.833745606107728 0.83938605524823 0.927319408971643
CYB5R2 0 0 0 0 0.833729937201466 0.839370280338808 0.92732342951597
AIDA 0 0 0 0 0.833725494665815 0.83936580774855 0.927327449122486
CIRBP 0 0 0 0 0.833678356515743 0.83931835069984 0.927331468021444
NMRAL1 0 0 0 0 0.833646906167209 0.839286687583658 0.927335486128629
SHISA5 0 0 0 0 0.833645848256757 0.839285622516239 0.927339503280699
FAM166A 0 0 0 5 0.276526771738564 0.839267529694575 0.927343519569045
PWWP2B 0 0 0 0 0.833618723579956 0.839258314335791 0.927347534946514
SULT1B1 0 0 0 1 0.648669531318875 0.839249676725785 0.927351549410343
RAD1 0 0 0 5 0.276517065115951 0.839238069786838 0.927355562976733
STC2 0 0 0 1 0.648642831724824 0.839215132748313 0.927359575706557
