Gene mut_lof mut_mis3 dn_lof dn_mis3 cc_case1 cc_case2 cc_control1 cc_control2
G8238 6.9341981331589e-07 1.87635e-06 0 0 0 0 0 0
G8239 7.35692238455185e-07 1.46305e-06 0 0 0 0 0 0
G8240 6.9598500890018e-07 3.08835e-06 0 0 0 4 0 2
G8241 6.10286754396795e-07 3.54002e-06 0 0 2 0 0 0
G8242 3.53630320193811e-07 5.74748e-06 0 0 0 1 0 1
G8243 6.0160776868509e-07 7.99154e-06 0 0 0 0 0 0
G8244 8.192680241981e-07 1.856e-06 0 0 0 0 0 0
G8245 5.82720085921675e-07 6.61191e-06 0 0 0 20 0 24
G8246 7.6461872814009e-07 3.10778e-06 0 0 0 0 0 0
G8247 1.11781801346424e-06 3.30142e-06 0 0 0 0 0 0
G8248 6.0229328777058e-07 7.99154e-06 0 0 3 0 1 0
G8249 8.73221754275095e-07 5.11932e-06 0 0 0 8 0 6
G8250 1.09012530045333e-06 5.95533e-06 0 0 0 0 0 0
G8251 5.1988777597564e-07 8.2436e-06 0 0 0 0 0 0
G8252 6.74063911489645e-07 6.00355e-06 0 0 0 1 0 3
G8253 7.8325939672574e-07 1.04146e-10 0 0 1 2 0 10
G8254 1.00288412709799e-06 3.96167e-06 0 0 0 2 0 7
G8255 6.58494197679065e-07 7.35366e-06 0 1 0 0 0 0
G8256 5.446017026385e-07 2.32171e-06 0 0 1 0 0 0
G8257 1.11581742104641e-06 2.72313e-06 0 0 0 0 0 0
G8258 4.40408552874845e-07 4.66924e-06 0 0 1 0 2 0
G8259 6.6201872486167e-07 1.0812e-06 0 0 0 0 0 0
G8260 4.64516409380693e-07 1.89669e-06 0 0 0 0 0 0
G8261 7.25919213509165e-07 1.60613e-06 0 0 0 0 0 0
G8262 9.6804199449357e-07 1.11028e-06 0 0 0 0 0 0
G8263 5.76966499034625e-07 1.08781e-06 0 0 0 20 0 27
G8264 1.04371651826538e-06 2.10996e-06 0 0 0 0 0 0
G8265 5.87432686585805e-07 4.38417e-06 0 0 0 0 0 0
G8266 1.05923438852571e-06 2.61092e-06 0 0 0 1 0 0
G8267 7.98979156587195e-07 1.89897e-06 0 0 0 8 0 11
G8268 5.6085012528141e-07 2.12682e-06 0 0 5 0 4 0
G8269 5.46955187896215e-07 8.52152e-07 0 0 0 0 0 2
G8270 4.61421815932685e-07 4.34257e-06 0 0 0 0 0 0
G8271 3.66875919466776e-06 1.04044e-05 0 0 0 0 0 0
G8272 5.3661441213353e-07 9.98273e-07 0 0 0 0 0 0
G8273 6.20155140707595e-07 9.58082e-07 0 0 0 0 0 0
G8274 8.99757343002005e-08 1.04146e-10 0 0 0 0 0 0
G8275 6.4935651041122e-07 1.21287e-06 0 0 1 0 0 0
G8276 3.79610064357844e-07 1.0424e-06 0 0 0 0 0 0
G8277 1.12332103778749e-06 1.04146e-10 0 0 22 0 28 0
G8278 1.12243618001943e-06 5.17271e-06 0 0 0 0 0 0
G8279 1.56009293910246e-06 5.48307e-06 0 0 1 1 0 0
G8280 1.1262754530306e-06 3.87028e-06 0 0 0 0 0 0
G8281 1.5701263897955e-06 7.16873e-06 0 0 0 2 0 3
G8282 4.87636802626346e-08 1.04146e-10 0 0 0 0 0 0
G8283 1.97214244366335e-06 7.01122e-06 0 0 0 0 0 1
G8284 2.24184774549103e-06 5.53308e-06 0 0 0 0 0 0
G8285 1.6013104577141e-06 7.98765e-06 0 0 0 0 0 0
G8286 2.6652346036145e-06 7.43256e-06 0 0 0 0 2 0
G8287 1.8521166716873e-07 1.04146e-10 0 0 0 0 0 0
G8288 5.53169399131115e-07 6.034e-07 0 0 0 0 0 0
G8289 1.0523542807804e-06 5.76122e-06 0 0 0 0 0 0
G8290 5.4735177736566e-07 4.37314e-06 0 0 0 0 0 10
G8291 7.80145100956605e-07 3.60875e-06 0 0 0 0 0 0
G8292 3.0868009279794e-06 4.40327e-06 0 0 0 14 0 25
G8293 3.79708935632902e-06 7.54996e-06 0 1 0 0 0 0
G8294 3.03396200517284e-06 1.04146e-10 0 0 0 0 0 0
G8295 7.85894862333205e-07 3.56363e-06 0 0 0 0 0 0
G8296 7.294580754277e-07 7.43843e-06 0 0 6 0 10 0
G8297 1.56239667499155e-06 1.75482e-06 0 0 0 0 0 0
G8298 6.7406555046018e-07 4.05262e-06 0 0 0 0 0 0
G8299 4.27981727885244e-07 1.04146e-10 0 0 0 0 0 0
G8300 4.83958619480704e-07 4.55927e-06 0 0 0 0 0 0
G8301 6.6768582402338e-07 3.58203e-06 0 0 0 0 0 0
G8302 3.51897152401573e-07 2.1069e-06 0 0 0 0 0 0
G8303 6.86655600619575e-07 3.30234e-06 0 0 0 0 0 0
G8304 8.7799717828506e-07 2.31344e-06 0 0 0 5 0 0
G8305 6.9334845466649e-07 1.75633e-06 0 0 0 0 0 0
G8306 9.34617646184835e-07 1.24624e-06 0 0 0 0 0 0
G8307 2.15078242896058e-06 7.31761e-07 0 0 0 0 0 0
G8308 5.06558317773685e-07 2.08732e-06 0 0 0 18 0 51
G8309 9.708004565928e-07 2.87379e-06 0 0 0 3 0 0
G8310 3.31902598485212e-07 1.72422e-06 0 0 0 0 0 0
G8311 2.52987620112274e-06 7.66436e-06 0 0 0 0 0 0
G8312 5.74700828833935e-07 6.28424e-07 0 0 0 0 0 0
G8313 8.54329131117065e-07 1.50615e-06 0 0 0 0 0 0
G8314 5.57721495705505e-07 1.33054e-06 0 0 0 19 0 33
G8315 7.17296010489245e-07 1.04146e-10 0 0 0 0 0 0
G8316 7.43901142947775e-07 5.77816e-06 0 0 0 0 0 0
G8317 1.49998300092239e-06 1.04146e-10 0 0 4 0 11 0
G8318 1.23385031255953e-06 4.97262e-06 0 0 1 0 0 0
G8319 1.09592313051569e-06 4.14307e-06 0 0 0 0 0 1
G8320 6.15107690662595e-07 1.74116e-06 0 0 0 0 0 0
G8321 6.10257367735885e-07 3.28486e-06 0 0 0 0 0 0
G8322 5.04129253464955e-07 1.54341e-06 0 0 2 1 6 1
G8323 2.59090230399466e-06 7.55383e-06 0 0 0 0 0 0
G8324 1.94132986509503e-06 3.05013e-06 0 0 0 0 0 0
G8325 3.92339844779019e-06 9.74978e-06 0 0 0 2 0 2
G8326 3.50273918912443e-06 1.09296e-05 0 0 0 0 1 0
G8327 3.75745696124413e-06 8.42387e-06 0 0 0 0 0 0
G8328 4.36861018558199e-06 9.41574e-06 0 0 0 0 0 0
G8329 3.02773986328372e-06 9.72367e-06 0 0 0 0 0 0
G8330 1.83281662608695e-07 1.04146e-10 0 0 0 0 0 0
G8331 2.62841198999124e-06 1.1962e-05 0 0 0 0 0 0
G8332 2.95202926270415e-06 9.60066e-06 0 0 0 0 0 1
G8333 9.24158910705535e-07 7.83735e-07 0 0 0 0 0 0
G8334 1.01422848534685e-06 1.04146e-10 0 0 0 0 0 0
G8335 4.66519460165896e-06 1.25064e-05 0 0 0 0 0 0
G8336 5.3870233618222e-06 1.35061e-05 0 0 0 0 0 0
G8337 6.8278169105153e-08 1.04146e-10 0 0 0 0 0 0
G8338 3.98742837615758e-06 8.77712e-06 0 0 0 0 0 0
G8339 1.1063100820991e-06 3.97976e-06 0 0 0 0 0 0
G8340 3.5641214926957e-06 6.84438e-06 0 0 0 0 0 0
G8341 9.15027817681305e-07 3.11914e-06 0 0 0 0 0 0
G8342 1.78159670097052e-06 6.12282e-06 0 0 2 1 1 0
G8343 2.51500622228236e-06 1.85391e-06 0 0 0 0 0 0
G8344 6.84651616214215e-07 1.62398e-06 0 0 0 0 0 0
G8345 9.44982912888705e-07 1.04146e-10 0 0 3 0 0 0
G8346 4.13563276394233e-07 1.04146e-10 0 0 0 0 0 0
G8347 5.2151971954444e-07 1.8335e-08 0 0 0 0 0 0
G8348 1.09372995882036e-06 2.32122e-06 0 0 0 0 0 0
G8349 9.48560855483915e-07 1.61601e-06 0 0 0 0 0 0
G8350 1.051994029701e-06 2.4702e-06 0 0 0 0 0 0
G8351 9.42614155425535e-07 3.48658e-06 0 0 0 17 0 23
G8352 1.59935206044373e-06 4.44362e-06 1 0 2 0 0 0
G8353 2.00664168639748e-06 4.83649e-06 0 0 0 0 0 0
G8354 1.83977308453389e-06 2.67304e-06 0 0 14 0 16 1
G8355 3.02653002134076e-07 1.04146e-10 0 0 0 0 0 0
G8356 4.59571866358552e-08 1.04146e-10 0 0 0 0 0 0
G8357 5.92065695632405e-06 1.10373e-05 0 0 0 0 0 0
G8358 3.54559351852666e-07 6.35952e-07 0 0 0 0 0 0
G8359 2.31565248494051e-07 1.04146e-10 0 0 0 0 0 0
G8360 1.51527989219836e-06 1.67005e-06 0 0 0 0 0 0
G8361 2.23101372215907e-06 1.87994e-06 0 0 0 0 0 0
G8362 3.53663766636896e-06 7.64275e-06 0 0 0 0 0 0
G8363 3.41674749465606e-06 1.03137e-05 0 0 0 0 0 0
G8364 2.49122737347053e-06 6.11786e-06 0 0 0 0 0 0
G8365 1.51376531965978e-06 1.8731e-06 0 0 0 0 0 0
G8366 2.72970994649883e-06 2.07187e-06 0 0 2 0 0 0
G8367 5.5318451738992e-07 1.50195e-06 0 0 0 2 0 3
G8368 2.6315122681664e-06 4.74332e-06 0 0 0 0 0 0
G8369 2.58211739623734e-06 5.9984e-06 0 0 0 0 0 0
G8370 2.12336547346326e-06 1.04146e-10 0 0 0 0 0 0
G8371 7.2310193232736e-06 1.12e-05 1 0 0 0 0 0
G8372 1.48490614280445e-06 2.91673e-06 0 0 0 0 0 0
G8373 1.57223111501269e-06 1.04146e-10 0 0 0 0 0 0
G8374 3.49033290085097e-06 5.86257e-06 0 0 0 0 0 0
G8375 1.20374622297092e-06 2.22107e-06 0 0 0 0 0 0
G8376 4.21305680810448e-06 1.06284e-05 0 0 0 0 0 0
G8377 3.76535014674157e-06 4.2767e-06 0 0 0 0 0 0
G8378 2.9013416096471e-06 2.74411e-06 0 0 0 0 0 0
G8379 1.25428832396783e-06 1.04146e-10 0 0 0 0 0 0
G8380 3.10377731908377e-06 1.52175e-06 0 0 0 0 0 0
G8381 1.81135708677286e-06 3.75742e-06 0 0 0 0 0 0
G8382 1.09216118905583e-06 5.73058e-06 0 0 0 3 0 0
G8383 1.81613826289492e-06 2.75289e-06 0 0 3 0 3 0
G8384 4.00484256070362e-06 4.46545e-06 0 0 0 0 0 0
G8385 9.63405036944245e-07 3.83453e-06 0 0 0 0 0 0
G8386 4.00335945480954e-06 1.04146e-10 0 0 0 0 0 0
G8387 3.44762947282233e-06 3.92051e-06 2 0 0 0 0 0
G8388 1.54028233798572e-06 4.56917e-06 0 0 0 0 0 0
G8389 4.15508933649445e-07 1.04146e-10 0 0 0 0 0 0
G8390 4.16821464195257e-06 5.63965e-06 0 0 0 0 0 0
G8391 1.21412226410113e-06 8.44586e-07 0 0 3 0 1 0
G8392 2.57604141367302e-06 2.97312e-06 0 0 0 0 0 0
G8393 1.26283047541257e-05 8.32013e-06 0 0 0 0 0 0
G8394 3.577051865018e-07 6.90723e-07 0 0 5 0 5 0
G8395 1.11944378161826e-06 2.85834e-06 0 0 0 0 0 0
G8396 1.1498238015644e-06 1.38309e-06 0 0 0 2 0 0
G8397 3.42129339295593e-06 1.14997e-05 0 0 0 18 0 14
G8398 2.47863687928477e-06 1.04146e-10 0 0 0 0 0 0
G8399 1.53239646096083e-06 1.33451e-06 0 0 0 0 0 0
G8400 3.48591670325925e-06 1.44055e-05 0 0 0 0 0 0
G8401 2.83132004915171e-06 1.45597e-06 0 0 0 0 0 0
G8402 4.89080400956633e-06 3.88077e-06 0 0 0 2 0 4
G8403 9.19955330336775e-07 1.04146e-10 0 0 0 0 0 0
G8404 1.14100576363388e-06 3.62145e-06 0 0 0 0 0 0
G8405 2.69412081167903e-06 7.2319e-06 0 0 0 0 0 0
G8406 2.34072206528743e-06 6.41569e-06 0 0 0 0 0 0
G8407 1.28183741412118e-06 3.47932e-07 0 0 0 0 0 0
G8408 2.37212044391717e-06 2.37835e-06 0 0 1 0 0 0
G8409 2.57314640629835e-06 3.16202e-06 0 0 0 0 0 0
G8410 4.26731319033372e-06 3.76518e-06 0 0 0 0 0 0
G8411 9.172139135397e-07 8.35508e-07 0 0 0 0 0 0
G8412 4.03300823300905e-06 7.66276e-06 0 0 0 2 0 7
G8413 8.27470780476555e-07 1.72177e-06 0 0 0 0 0 0
G8414 2.27216205941934e-06 4.91264e-06 0 0 0 0 0 0
G8415 1.74026160505179e-06 2.13239e-06 0 0 0 0 1 0
G8416 3.44709939743803e-06 5.23585e-06 0 0 0 0 0 0
G8417 1.70347145792506e-06 2.0499e-06 0 0 0 0 0 0
G8418 2.13664036810219e-06 2.80818e-06 0 0 0 28 0 18
G8419 3.81571018451947e-06 9.87066e-06 0 1 0 1 0 0
G8420 3.51018109904121e-06 7.4185e-06 0 0 0 0 0 0
G8421 2.88234372971147e-06 1.27805e-06 0 0 27 0 39 0
G8422 1.43941290020343e-06 1.04146e-10 0 0 0 0 0 0
G8423 2.21950539724565e-06 1.13363e-06 0 0 0 0 0 0
G8424 2.15918579747973e-06 2.31157e-06 0 0 0 2 0 2
G8425 5.7908170201377e-07 1.04146e-10 0 0 0 0 0 0
G8426 2.94716781299596e-06 2.76713e-06 0 0 0 0 0 0
G8427 2.00498941888934e-06 1.04146e-10 0 0 0 0 0 0
G8428 7.46405674347515e-07 2.07954e-06 0 0 0 0 0 0
G8429 1.46457467053343e-06 2.68906e-06 0 0 0 1 0 0
G8430 6.0127052770494e-06 1.2471e-06 0 0 0 0 0 0
G8431 5.44836496746045e-07 1.23245e-06 0 0 0 0 0 0
G8432 2.03883306675668e-06 7.69152e-09 0 0 0 0 0 0
G8433 2.29391874686148e-06 3.40737e-06 0 0 0 0 0 0
G8434 2.44960042383148e-06 3.49544e-06 0 0 0 0 0 0
G8435 1.13492741434109e-06 1.04146e-10 0 0 0 0 0 0
G8436 8.28978240390245e-07 3.04175e-06 0 0 0 0 0 0
G8437 9.40181385722965e-07 1.04146e-10 0 0 5 0 14 0
G8438 2.37029565538206e-06 2.63469e-06 0 0 0 1 1 1
G8439 1.28626110389318e-06 1.04146e-10 0 0 0 0 0 0
G8440 1.84664466942887e-07 1.04146e-10 0 0 0 0 0 0
G8441 8.5698992063606e-07 1.80165e-06 0 0 0 18 0 7
G8442 3.54890762794999e-06 8.04619e-08 0 0 0 0 0 0
G8443 3.04032536533534e-06 1.04146e-10 0 0 6 1 9 1
G8444 4.1493835796843e-06 1.0288e-05 0 0 0 0 0 0
G8445 2.77915073870766e-06 6.29784e-06 0 0 0 0 0 0
G8446 2.10514739302288e-06 1.94183e-06 0 0 0 0 4 0
G8447 5.9394545222609e-06 1.68533e-05 0 0 0 0 0 0
G8448 5.48798161102225e-06 1.6873e-05 0 0 0 0 0 0
G8449 3.92388174112374e-06 6.90512e-06 0 0 0 0 0 0
G8450 4.06961857536732e-06 5.73076e-06 0 0 0 0 0 0
G8451 3.63270241953324e-06 8.79372e-06 0 0 0 0 0 0
G8452 1.94064683814987e-06 1.04146e-10 0 0 0 0 0 0
G8453 2.40282764225036e-06 5.34276e-06 0 0 0 0 0 0
G8454 1.75354938196187e-06 1.04146e-10 0 0 0 0 0 0
G8455 2.35298783939625e-06 1.04146e-10 0 0 2 0 3 0
G8456 4.86898295739613e-06 1.04146e-10 0 0 0 1 0 1
G8457 6.51332073523865e-06 1.94733e-05 0 1 0 0 0 0
G8458 3.24144158134572e-06 1.04146e-10 0 0 2 0 1 0
G8459 2.75376012933155e-06 3.07439e-06 0 0 0 0 0 0
G8460 5.60897473965135e-06 4.16057e-06 0 0 0 0 0 0
G8461 4.61257921571477e-06 1.44311e-05 0 0 1 0 4 0
G8462 4.83955512223325e-06 1.7218e-05 0 0 0 0 0 0
G8463 1.91991217812658e-06 1.04146e-10 0 0 0 0 0 0
G8464 3.84953010556513e-06 6.31184e-06 0 0 0 0 0 0
G8465 2.74258215906778e-06 2.66706e-06 0 0 0 0 0 0
G8466 1.04846819294099e-06 2.54059e-06 0 0 0 0 1 0
G8467 3.41231112974603e-06 1.04146e-10 0 0 0 0 0 0
G8468 3.27159791631844e-06 1.2756e-07 0 0 0 1 0 2
G8469 3.71660343540501e-06 5.9023e-06 0 0 0 0 1 0
G8470 2.24755761152567e-06 4.79081e-06 0 0 0 0 0 0
G8471 9.25949065505315e-07 3.16326e-06 0 0 0 0 0 0
G8472 2.32275373540722e-06 5.38981e-06 0 0 0 0 0 0
G8473 1.91641498490801e-06 7.28011e-06 0 0 0 0 0 0
G8474 2.03579201608585e-06 7.86334e-06 0 0 0 0 0 0
G8475 1.54427189280501e-06 8.77212e-06 0 0 0 0 0 0
G8476 2.36661975141817e-06 1.04146e-10 0 0 0 0 0 0
G8477 3.44402084205868e-06 1.15156e-05 0 0 0 0 1 0
G8478 3.09300206304948e-06 7.57099e-06 0 0 0 0 0 1
G8479 2.73137087318195e-06 1.04146e-10 0 0 0 0 0 0
G8480 2.79032287639116e-06 1.04146e-10 0 0 0 0 0 0
G8481 3.63757628395356e-06 8.27659e-06 0 0 0 0 0 0
G8482 1.96501030263116e-06 4.95007e-06 0 0 1 2 0 1
G8483 2.77712469233859e-07 1.04146e-10 0 0 2 0 0 0
G8484 2.7830210830363e-06 4.62401e-06 0 0 0 0 0 0
G8485 1.46217933384229e-06 6.04052e-06 0 0 0 0 0 0
G8486 2.29954194878411e-06 2.01779e-08 0 0 0 0 0 0
G8487 2.65842624784214e-06 6.41371e-06 0 0 0 0 0 0
G8488 1.49772505764841e-06 2.61513e-06 0 0 0 0 0 0
G8489 7.8480892442812e-07 1.04146e-10 0 0 0 0 0 0
G8490 6.9949899811521e-07 1.04146e-10 1 0 0 1 0 4
G8491 7.8851540201303e-07 1.04146e-10 0 0 0 0 0 0
G8492 8.8677018930191e-07 1.04146e-10 0 0 0 0 0 0
G8493 1.04784302800104e-06 1.04146e-10 0 0 0 0 0 0
G8494 7.15214811183845e-07 1.04146e-10 0 0 0 0 1 0
G8495 4.873472102265e-07 1.04146e-10 0 0 0 0 0 0
G8496 2.11009633430843e-06 2.65864e-06 0 0 19 0 17 0
G8497 1.80165221453423e-06 2.62549e-06 0 0 0 0 0 0
G8498 2.10253722694796e-06 5.74418e-06 0 0 0 0 0 0
G8499 9.1315502255102e-08 1.04146e-10 0 0 0 0 0 0
G8500 9.1299225725033e-08 1.04146e-10 0 0 0 0 0 0
G8501 2.25486269497755e-07 7.91239e-08 0 0 0 0 0 0
G8502 6.89771006707825e-07 1.80503e-06 0 0 0 0 0 0
G8503 2.29569483591182e-06 4.58663e-06 0 0 0 0 0 0
G8504 6.56399932783475e-07 6.94756e-07 0 0 0 0 0 0
G8505 1.79449927376227e-06 8.59345e-06 0 0 0 0 0 0
G8506 2.51209545089335e-06 7.5639e-06 0 0 0 0 0 0
G8507 2.18972467327108e-06 7.91644e-06 0 0 0 0 0 0
G8508 1.93731381639215e-06 7.85037e-06 0 0 17 0 27 0
G8509 1.55404268473948e-06 2.66884e-06 0 0 0 0 0 0
G8510 1.70506876649446e-06 5.64218e-06 0 0 2 0 2 0
G8511 7.87863629497675e-07 9.52761e-07 0 0 0 0 0 0
G8512 6.40242381373005e-07 2.58708e-06 0 0 0 0 0 0
G8513 8.48310493686905e-07 4.08401e-06 0 0 0 0 0 0
G8514 8.4596141449511e-07 2.12549e-06 0 0 0 0 0 0
G8515 4.1039480135871e-07 1.04146e-10 0 0 0 82 0 121
G8516 3.4971965358133e-07 1.04146e-10 0 0 0 0 0 0
G8517 5.3892154167546e-07 1.85258e-06 0 0 0 0 0 0
G8518 2.0334937779188e-07 1.04146e-10 0 0 0 0 0 0
G8519 9.06656073051095e-07 2.74342e-07 0 0 1 3 5 4
G8520 6.37140337508185e-07 1.04146e-10 0 0 0 0 0 0
G8521 6.8701718930173e-07 9.25979e-07 0 0 0 0 0 2
G8522 1.12681857813512e-06 2.34527e-07 0 0 0 0 0 0
G8523 9.4888270158791e-07 1.67808e-06 0 0 0 0 0 0
G8524 6.2816111607616e-07 2.91569e-06 0 0 0 0 1 0
G8525 9.1818160848319e-07 1.80433e-06 0 0 5 19 7 11
G8526 5.1971285209783e-07 5.68063e-07 0 0 0 0 0 0
G8527 1.59795759349502e-06 3.22125e-06 0 0 3 0 0 0
G8528 1.54647884815295e-06 3.43019e-06 0 0 0 0 0 0
G8529 1.24351593595639e-06 2.82418e-06 0 0 0 0 0 0
G8530 9.89522991734205e-07 4.68699e-06 0 0 0 0 0 0
G8531 1.18515000327966e-06 6.77593e-06 0 0 0 0 0 0
G8532 1.06968191140035e-06 5.24499e-06 0 0 0 0 0 0
G8533 8.3122198081209e-07 1.04146e-10 0 0 0 0 0 0
G8534 1.233359800025e-06 2.40148e-06 0 0 0 0 0 0
G8535 5.21444651905745e-07 2.57967e-06 0 0 0 0 0 2
G8536 1.19015641183789e-06 1.18841e-06 0 0 1 0 1 0
G8537 1.7188780801335e-06 4.42052e-06 0 0 0 0 0 0
G8538 9.34139156616995e-07 4.66595e-06 0 0 0 0 0 0
G8539 1.36980543921633e-06 1.96442e-06 0 0 0 0 0 0
G8540 1.41732757321274e-06 5.71474e-06 0 0 0 0 0 0
G8541 1.63387636164255e-06 3.26088e-06 0 0 0 0 0 0
G8542 1.66576253609659e-06 7.56548e-06 0 0 0 0 0 0
G8543 1.14068315407847e-06 7.25841e-06 0 0 0 4 0 6
G8544 1.74097177160209e-06 5.13248e-06 0 0 0 0 0 0
G8545 1.89675216490054e-06 5.36496e-06 0 0 0 0 0 0
G8546 1.11167214198716e-06 4.42593e-06 0 0 0 0 0 0
G8547 1.35646663758448e-06 4.68253e-06 0 0 0 0 0 0
G8548 1.08792970799422e-06 1.04146e-10 0 0 1 0 0 0
G8549 1.28376421499831e-06 3.95727e-06 0 0 0 0 0 0
G8550 6.7326867259232e-07 4.10214e-06 0 0 4 0 3 0
G8551 9.89633890374785e-07 5.34467e-06 0 0 0 0 0 0
G8552 1.22625687676556e-06 4.32929e-06 0 0 0 0 0 0
G8553 1.70961271019998e-06 3.64118e-06 0 0 0 0 0 0
G8554 1.40934411849169e-06 7.55316e-06 0 0 0 0 0 0
G8555 1.3444417877292e-06 4.29095e-06 0 0 0 1 0 0
G8556 1.10250203019344e-06 4.31181e-06 0 0 0 0 0 0
G8557 1.35085318679923e-06 3.32963e-06 0 0 0 0 0 0
G8558 1.22385642964986e-06 1.97733e-06 0 0 0 0 0 0
G8559 8.8037002456611e-07 4.17032e-06 0 0 0 0 0 0
G8560 1.08159398615467e-06 5.37511e-06 0 0 0 0 0 0
G8561 8.0100229526882e-07 3.53364e-06 0 0 0 0 0 0
G8562 8.9465165120805e-07 4.13269e-06 0 0 0 0 0 0
G8563 9.09489794644525e-07 4.29169e-06 0 0 0 0 0 0
G8564 7.7438880670187e-07 1.09239e-06 0 0 0 0 0 0
G8565 1.70065933215623e-06 5.26534e-06 0 0 0 5 0 12
G8566 1.22031057642019e-06 4.90628e-06 0 0 0 0 0 0
G8567 1.84780695496061e-06 3.38623e-06 0 0 0 17 0 21
G8568 8.47343356994935e-08 1.04146e-10 0 0 0 10 0 7
G8569 1.75266285069187e-06 3.77107e-06 0 0 0 0 0 0
G8570 1.12825553834563e-06 1.93318e-06 0 0 0 0 0 0
G8571 5.09628875172665e-07 1.04146e-10 0 0 0 0 0 0
G8572 8.0600514611431e-07 5.53661e-08 0 0 0 0 0 0
G8573 1.0691394445382e-06 3.35855e-08 0 0 0 0 0 0
G8574 6.28289074426495e-07 1.19631e-07 0 0 0 0 0 0
G8575 6.3067873797565e-07 6.2176e-07 0 0 0 0 0 0
G8576 8.5633747326384e-07 1.04146e-10 0 0 0 0 0 0
G8577 5.06231970788525e-07 1.35538e-08 0 0 0 1 0 0
G8578 5.8935385703042e-07 1.27614e-07 0 0 0 0 0 0
G8579 6.5693711948966e-07 1.05298e-07 0 0 0 0 0 0
G8580 6.46657524046195e-07 3.31525e-07 0 0 0 0 0 0
G8581 6.02097486340215e-07 1.04146e-10 0 0 0 0 0 0
G8582 7.94674064642055e-07 1.20794e-07 0 0 0 0 0 0
G8583 6.3919548577943e-07 1.04146e-10 0 0 0 0 0 0
G8584 1.13680711537277e-06 1.34971e-06 0 0 0 0 0 0
G8585 6.9967582444824e-07 1.04146e-10 0 0 0 0 0 0
G8586 1.5857526796329e-06 3.53086e-06 0 0 0 0 0 0
G8587 1.76062318059136e-07 1.04146e-10 0 0 4 0 5 0
G8588 3.96915143137479e-07 1.04146e-10 0 0 0 0 0 0
G8589 2.67195329996141e-07 1.04146e-10 0 0 0 0 0 0
G8590 7.34822157406345e-07 5.9578e-08 0 0 0 0 0 0
G8591 7.99952181002035e-07 4.04997e-08 0 0 0 0 0 0
G8592 5.9897156798319e-07 4.61299e-09 0 0 0 0 0 0
G8593 5.9124259259353e-07 5.84067e-08 0 0 0 0 0 0
G8594 4.30958659636788e-07 6.53811e-09 0 0 0 0 0 0
G8595 1.08492901186413e-06 4.60592e-07 0 0 0 4 0 4
G8596 5.28813357607405e-07 3.10239e-07 0 0 0 0 0 0
G8597 6.0354946422707e-07 1.04146e-10 0 0 0 0 0 0
G8598 6.61849287856835e-07 1.04146e-10 0 0 0 0 0 0
G8599 4.55653491445076e-07 3.31552e-07 0 0 13 2 9 0
G8600 8.4602012046806e-07 2.25102e-07 0 0 0 0 0 0
G8601 8.6402027932121e-07 4.60592e-07 0 0 0 0 0 0
G8602 1.51699123320921e-06 4.14472e-06 0 0 0 0 0 0
G8603 1.28977850278637e-07 1.04146e-10 0 0 0 0 0 0
G8604 3.56390727644399e-06 2.7067e-06 0 0 0 0 0 0
G8605 1.83069468101555e-06 1.47142e-06 0 0 0 0 1 0
G8606 8.15872706524795e-07 2.83385e-07 0 0 0 0 0 0
G8607 1.12814790995942e-06 1.04146e-10 0 0 0 0 0 0
G8608 6.5909545652665e-06 7.7936e-06 0 0 0 0 0 0
G8609 1.70473429049993e-06 5.31309e-06 0 0 0 0 0 0
G8610 1.18902568212839e-06 1.04146e-10 0 0 0 17 0 23
G8611 1.50897096534377e-06 4.40024e-06 0 0 0 0 0 0
G8612 1.48350548557966e-06 4.05068e-06 0 0 0 0 0 1
G8613 1.58061946967933e-06 4.62924e-06 0 0 0 0 0 0
G8614 1.88833137761186e-06 5.46742e-06 0 0 0 0 0 0
G8615 1.4326162803942e-06 4.28733e-06 0 0 0 0 0 0
G8616 2.61131843491536e-06 1.04146e-10 0 0 0 0 0 0
G8617 1.26936199420028e-06 1.04146e-10 0 0 6 0 6 0
G8618 1.51154803422667e-06 2.28952e-06 0 0 0 0 0 0
G8619 7.11806759886165e-07 1.23703e-06 0 0 0 0 0 0
G8620 8.25056351207275e-07 1.04146e-10 0 0 0 0 0 0
G8621 4.43832751782943e-07 1.04146e-10 0 0 0 0 0 0
G8622 6.5843879575928e-07 2.48633e-07 0 0 0 1 0 0
G8623 9.9366746437614e-07 2.13573e-06 0 0 0 0 0 0
G8624 1.24028867657026e-06 2.66634e-06 0 0 0 0 0 0
G8625 2.37768989533745e-06 5.44828e-06 0 0 0 1 0 0
G8626 2.41125305737194e-06 1.48123e-06 1 0 0 0 0 0
G8627 1.18628309838741e-06 2.96792e-06 0 0 0 0 0 0
G8628 1.41246038392769e-06 1.04146e-10 0 0 0 0 0 0
G8629 1.34177812368291e-06 9.5667e-08 0 0 0 0 0 0
G8630 1.23536057081793e-06 3.1194e-06 0 0 0 0 0 0
G8631 7.3916863283625e-07 3.50356e-06 0 0 8 0 11 0
G8632 7.9663743680023e-07 3.4887e-06 0 0 0 0 0 0
G8633 1.1431891639619e-06 4.95607e-06 0 0 0 0 0 0
G8634 8.4412634147402e-07 2.363e-06 0 0 0 0 0 0
G8635 2.69769728550455e-07 1.04146e-10 0 0 0 0 0 0
